1,4
2,167
3,249
4,223
5,109
6,14
7,25
8,25
9,6
10,56
11,179
12,207
13,190
14,173
15,43
16,61
17,106
18,133
19,59
20,239
21,78
22,42
23,64
24,40
25,11
26,94
27,135
28,13
29,33
30,29
31,85
32,216
33,79
34,6
35,66
36,120
37,40
38,51
39,6
40,26
41,53
42,51
43,215
44,56
45,231
46,172
47,45
48,211
49,204
50,218
51,79
52,59
53,131
54,231
55,187
56,215
57,10
58,121
59,56
60,187
61,138
62,27
63,92
64,147
65,178
66,157
67,229
68,189
69,108
70,249
71,125
72,189
73,190
74,22
75,150
76,229
77,182
78,125
79,205
80,23
81,198
82,84
83,45
84,201
85,159
86,8
87,142
88,50
89,56
90,64
91,146
92,22
93,52
94,158
95,202
96,124
97,12
98,70
99,89
100,160
101,107
102,80
103,14
104,189
105,224
106,171
107,93
108,114
109,76
110,3
111,214
112,188
113,120
114,203
115,116
116,160
117,32
118,4
119,210
120,50
121,81
122,146
123,126
124,211
125,38
126,117
127,228
128,150
129,226
130,142
131,2
132,84
133,195
134,55
135,104
136,207
137,60
138,61
139,168
140,205
141,17
142,34
143,73
144,216
145,63
146,193
147,55
148,153
149,2
150,4
151,37
152,88
153,12
154,94
155,9
156,90
157,235
158,126
159,143
160,226
161,113
162,181
163,87
164,125
165,216
166,175
167,230
168,101
169,212
170,220
171,201
172,99
173,247
174,238
175,56
176,12
177,93
178,39
179,140
180,182
181,93
182,51
183,167
184,209
185,97
186,181
187,198
188,120
189,111
190,67
191,181
192,144
193,243
194,56
195,59
196,170
197,125
198,12
199,89
200,89
201,223
202,162
203,244
204,152
205,76
206,200
207,213
208,153
209,239
210,144
211,7
212,121
213,22
214,26
215,79
216,99
217,139
218,216
219,221
220,43
221,179
222,82
223,27
224,30
225,218
226,159
227,7
228,85
229,119
230,123
231,118
232,52
233,100
234,240
235,249
236,241
237,226
238,189
239,141
240,189
241,212
242,157
243,30
244,54
245,63
246,147
247,183
248,51
249,228
250,36
251,217
252,18
253,176
254,179
255,213
256,42
257,124
258,124
259,146
260,17
261,173
262,64
263,202
264,132
265,151
266,185
267,175
268,76
269,129
270,120
271,180
272,0
273,96
274,81
275,81
276,80
277,120
278,238
279,65
280,37
281,181
282,101
283,29
284,53
285,157
286,74
287,63
288,195
289,64
290,15
291,187
292,45
293,14
294,239
295,216
296,129
297,227
298,123
299,171
300,33
301,215
302,238
303,59
304,14
305,130
306,54
307,113
308,77
309,83
310,77
311,81
312,51
313,115
314,6
315,91
316,163
317,118
318,176
319,171
320,189
321,72
322,113
323,228
324,144
325,116
326,76
327,228
328,117
329,60
330,117
331,222
332,23
333,237
334,185
335,25
336,133
337,7
338,194
339,57
340,70
341,94
342,2
343,55
344,136
345,121
346,248
347,106
348,107
349,28
350,133
351,10
352,147
353,70
354,115
355,209
356,208
357,71
358,206
359,20
360,98
361,82
362,119
363,177
364,64
365,18
366,106
367,63
368,51
369,65
370,223
371,198
372,142
373,67
374,155
375,208
376,215
377,139
378,11
379,145
380,21
381,106
382,56
383,230
384,119
385,215
386,49
387,55
388,13
389,171
390,75
391,70
392,198
393,127
394,182
395,66
396,83
397,114
398,158
399,41
400,100
401,151
402,114
403,213
404,149
405,162
406,198
407,40
408,199
409,180
410,238
411,169
412,210
413,189
414,96
415,142
416,180
417,234
418,85
419,49
420,94
421,63
422,34
423,193
424,183
425,71
426,150
427,6
428,182
429,192
430,4
431,93
432,229
433,189
434,79
435,244
436,106
437,141
438,65
439,220
440,196
441,131
442,21
443,229
444,223
445,216
446,38
447,86
448,122
449,44
450,248
451,121
452,137
453,157
454,249
455,237
456,168
457,7
458,215
459,152
460,26
461,51
462,10
463,112
464,103
465,109
466,75
467,56
468,149
469,224
470,174
471,129
472,128
473,155
474,107
475,6
476,14
477,59
478,188
479,50
480,232
481,25
482,107
483,105
484,190
485,206
486,142
487,227
488,54
489,156
490,99
491,44
492,195
493,65
494,219
495,135
496,187
497,0
498,179
499,31
500,138
501,117
502,25
503,141
504,48
505,139
506,68
507,74
508,139
509,224
510,157
511,171
512,166
513,119
514,113
515,200
516,162
517,65
518,45
519,173
520,207
521,101
522,148
523,133
524,223
525,112
526,49
527,5
528,160
529,108
530,85
531,78
532,15
533,228
534,127
535,182
536,68
537,246
538,235
539,202
540,191
541,221
542,243
543,29
544,247
545,122
546,42
547,212
548,204
549,151
550,191
551,90
552,35
553,176
554,185
555,23
556,135
557,38
558,225
559,250
560,105
561,212
562,194
563,49
564,44
565,111
566,76
567,102
568,107
569,189
570,244
571,42
572,84
573,209
574,25
575,77
576,217
