1,18
2,8
3,70
4,77
5,97
6,95
7,83
8,2
9,57
10,37
11,56
12,65
13,51
14,93
15,53
16,97
17,55
18,71
19,60
20,88
21,73
22,74
23,17
24,30
25,12
26,48
27,52
28,65
29,24
30,35
31,3
32,30
33,26
34,5
35,29
36,8
37,30
38,2
39,4
40,93
41,67
42,55
43,89
44,63
45,70
46,14
47,86
48,8
49,98
50,4
51,38
52,91
53,44
54,72
55,66
56,10
57,82
58,38
59,55
60,42
61,93
62,79
63,97
64,17
65,23
66,17
67,32
68,31
69,6
70,80
71,81
72,82
73,85
74,87
75,27
76,76
77,89
78,98
79,32
80,61
81,60
82,5
83,81
84,16
85,11
86,2
87,15
88,5
89,48
90,21
91,74
92,9
93,42
94,92
95,0
96,90
97,69
98,82
99,66
100,96
101,87
102,44
103,41
104,0
105,28
106,77
107,51
108,51
109,35
110,61
111,63
112,61
113,67
114,34
115,79
116,53
117,57
118,98
119,92
120,39
121,46
122,81
123,26
124,84
125,78
126,27
127,19
128,18
129,57
130,23
131,68
132,60
133,94
134,97
135,40
136,57
137,77
138,20
139,75
140,76
141,79
142,26
143,95
144,37
145,11
146,10
147,38
148,6
149,61
150,23
151,41
152,63
153,53
154,35
155,50
156,84
157,66
158,59
159,97
160,66
161,76
162,7
163,85
164,19
165,36
166,30
167,95
168,96
169,56
170,96
171,41
172,20
173,35
174,59
175,77
176,2
177,56
178,8
179,47
180,96
181,36
182,14
183,31
184,95
185,15
186,33
187,96
188,50
189,36
190,15
191,44
192,55
193,66
194,27
195,6
196,53
197,20
198,75
199,41
200,59
201,75
202,73
203,56
204,10
205,36
206,61
207,18
208,43
209,88
210,99
211,52
212,63
213,17
214,51
215,31
216,52
217,74
218,42
219,71
220,32
221,12
222,48
223,97
224,98
225,14
226,3
227,0
228,50
229,28
230,74
231,1
232,20
233,91
234,78
235,68
236,93
237,30
238,78
239,47
240,1
241,84
242,96
243,33
244,87
245,85
246,39
247,39
248,30
249,53
250,28
251,9
252,30
253,43
254,83
255,89
256,82
257,12
258,91
259,15
260,11
261,73
262,5
263,24
264,36
265,34
266,19
267,5
268,78
269,89
270,89
271,20
272,55
273,88
274,49
275,1
276,61
277,29
278,49
279,84
280,46
281,35
282,67
283,23
284,6
285,20
286,2
287,15
288,26
289,27
290,25
291,28
292,22
293,33
294,0
295,34
296,59
297,46
298,95
299,100
300,50
301,21
302,21
303,26
304,74
305,34
306,56
307,45
308,88
309,26
310,18
311,32
312,93
313,89
314,11
315,72
316,51
317,4
318,47
319,87
320,16
321,78
322,23
323,69
324,12
325,73
326,21
327,41
328,52
329,24
330,9
331,51
332,46
333,17
334,47
335,8
336,22
337,36
338,65
339,69
340,86
341,38
342,42
343,60
344,97
345,98
346,86
347,71
348,99
349,41
350,23
351,100
352,42
353,25
354,7
355,1
356,65
357,73
358,83
359,38
360,100
361,44
362,93
363,84
364,1
365,48
366,89
367,58
368,92
369,80
370,91
371,84
372,95
373,72
374,75
375,7
376,82
377,72
378,61
379,71
380,97
381,88
382,38
383,94
384,36
385,99
386,16
387,66
388,46
389,65
390,67
391,87
392,55
393,75
394,18
395,83
396,1
397,29
398,40
399,55
400,98
401,22
402,63
403,45
404,97
405,13
406,46
407,29
408,79
409,37
410,62
411,15
